customer_id,full_name,dob,gender,phone_number,email,address,pan_number,aadhaar_number,account_number,account_type,bank_branch,ifsc_code,kyc_verified
CUST504447,Varsha Sani,1988-09-16,Male,3817545268,sarthakbansal@example.net,"69/22
Kadakia Chowk, Hyderabad, Maharashtra - 774514",ULKRI0411N,530645645559,8636540468591823,Salary,Bhimavaram - Karan Street,QSKW979358,False
CUST742887,Prisha Ravi,1977-12-19,Female,+914394395,dhingrariya@example.net,"29, Choudhry Circle, Thanjavur, Uttarakhand - 087564",UOIXP0454O,553349484851,815674597754,Current,Bhatpara - Raja Street,ELZT239940,True
CUST551330,Gabriel Dube,1979-06-16,Female,0228250405,kannanraagini@example.org,"21/03
Goswami Circle, Belgaum, Arunachal Pradesh - 375480",WFHVF5785L,313570241578,777683741893,Salary,Vasai-Virar - Bedi Ganj,NOER609087,True
CUST822352,Banjeet Khurana,1966-04-26,Male,+912217610,dkanda@example.com,"H.No. 39
Kanda Chowk, Ambala, West Bengal - 798748",QLCNT0257S,267422290163,278025814906697,Current,Tiruvottiyur - Sehgal Nagar,JUZR884193,True
CUST103196,Avi Lal,1962-05-26,Male,+910517841,ayushmanbedi@example.net,"05, Majumdar Ganj, Singrauli, Punjab - 513938",WJNSA0919Y,885330920814,536110055511,Current,Tumkur - Sidhu Circle,OYHE671242,True
CUST148554,Bhavya Tata,1954-12-30,Other,+916370115,qcherian@example.net,"97
Dass Nagar, Rampur, Arunachal Pradesh - 185460",JTWDM3605D,530212975611,02825059169536,NRI,Vasai-Virar - Tara Zila,AFRE537276,False
CUST491902,Abhimanyu Prabhakar,1994-05-07,Other,0044637810,yuvraj16@example.net,"41/34, Chawla, Haridwar, Odisha - 213808",KWOYC3903A,667355547056,168338088013452,Current,Sagar - Chandran Circle,CJBU941298,True
CUST473698,Saanvi Agarwal,1953-09-21,Other,6755189653,dakshesh52@example.org,"26/07
Bath Nagar, Arrah, Karnataka - 632212",STIVI9422B,895446109500,2157672414019118,Current,Amravati - Ray Marg,JFUE480292,False
CUST121027,Samuel Toor,1989-10-17,Other,0984718092,wishikannan@example.net,"H.No. 977, Sura Ganj, Mathura, Karnataka - 410943",GQOYD9672P,787323374177,9223586369576236,Savings,Ambarnath - Pandit Zila,MRWN602781,False
CUST970007,Chakradev Biswas,1967-03-08,Male,+913380182,bhardwajchameli@example.org,"30/082, Sant Ganj, Mumbai, Nagaland - 203351",LGQBR1839K,598851489299,5068051576190,Savings,Kozhikode - Rama Path,VVPP014057,True
CUST519133,Kabir Srinivasan,1988-02-11,Other,+916022565,kibenikita@example.com,"55/66
Sachdev, Raichur, Andhra Pradesh - 447747",IEWEV0861N,520420313933,2741488849841,Salary,Bhavnagar - Kala Street,MFHH658011,True
CUST483755,Chatura Sarma,1973-03-30,Male,+916380894,jaggiwarinder@example.net,"64/586, Bora Ganj, Pimpri-Chinchwad, Kerala - 578699",VXXAR6208A,186036295047,923576953651,Salary,Pune - Varty Road,HMYH983100,True
CUST533104,Charan Dara,2004-11-05,Female,5701865246,njoshi@example.org,"50/44
Varma Ganj, Jabalpur, Jharkhand - 022659",PTECY4759F,643804838390,084750075823258,NRI,Bhiwandi - Nagarajan Ganj,HIFW512066,True
CUST864546,Ayushman Gour,2000-10-29,Female,0560252931,nsibal@example.com,"27/070, Kar Marg, Bilaspur, Telangana - 530152",CNEBW2199P,334330836688,2124343202540404,Savings,Patna - Bassi Ganj,XXJM625174,False
CUST698070,Ekantika Raja,1951-09-18,Female,0185628102,pallhenry@example.org,"28/453
Lal Road, Asansol, Karnataka - 743598",PVJGF0358B,515801601425,511160160917130,Savings,Durg - Ghose Chowk,DACQ381659,True
CUST546267,Vedant Magar,1999-08-18,Female,+911345554,yashasvi78@example.net,"H.No. 821, Wadhwa Path, Danapur, Nagaland - 505918",UIAOP2443X,189621511077,2781452255982667,Savings,Ulhasnagar - Sunder Path,FXIB555894,False
CUST345025,Vedant Gaba,1951-12-06,Other,+918298997,fdutta@example.net,"H.No. 09, Cherian Zila, Nanded, Himachal Pradesh - 233682",LNXXZ8050V,751176749789,431710442836457,Current,Nellore - Apte Street,UBCK935335,False
CUST886182,Vasudha Sheth,1999-05-24,Other,7805224785,chaitanya93@example.net,"76
Nigam Road, Bulandshahr, Himachal Pradesh - 800792",ZWGIG1138B,135498405140,519200995162710,Current,Mango - Ramakrishnan Road,TFKC411492,False
CUST577558,Reva Badal,1975-08-19,Male,0106511617,nagaryash@example.org,"86/28
Chaudhary Chowk, Bikaner, Uttarakhand - 472547",ITFSY0881L,090319291316,329719263183,NRI,Malegaon - Rana Circle,RCYO133213,False
CUST934497,Eesha Tank,1974-09-09,Female,+914221170,bathdamini@example.com,"H.No. 551
Sant Marg, Cuttack, Chhattisgarh - 994515",EXZZX9760R,276615241384,7852064216791045,Savings,Agra - Raval Nagar,DGPF159161,True
CUST406873,Keya Nazareth,1957-01-22,Other,+915480999,qabil47@example.org,"H.No. 886
Soman Ganj, Bhopal, Manipur - 324503",JIHDR2124V,778906288637,9722603960582,Savings,Karimnagar - Dora Circle,QAUQ169467,False
CUST554600,Aadhya Bandi,2006-11-25,Female,0260052455,william23@example.com,"H.No. 134, Sengupta Road, Kishanganj, Goa - 467683",KNHPS7791C,598321922367,2291441828259,Current,Kanpur - Ghosh Zila,LWBX483176,False
CUST968684,Gabriel Chaudhari,1965-04-11,Male,0875023088,imaranvenkatesh@example.net,"26/386, Roy Street, Bhusawal, Haryana - 746376",PLCNU5587V,948011052257,2139558986181,Salary,Meerut - Soman Nagar,SZHU000486,True
CUST463544,Qadim Divan,1967-02-26,Other,+914479141,lukethaker@example.org,"H.No. 18
Dayal Chowk, Ambattur, Bihar - 541661",CGMBQ7054H,978206516148,69464172370220,Savings,Panchkula - Nagi Circle,OHPF765882,True
CUST286679,Yasti Vasa,1954-06-21,Male,0668767318,menonekavir@example.org,"79/22, Mannan Marg, Amravati, Nagaland - 463218",CTGPY6374S,816602441145,28141936127582,Salary,Chinsurah - Bhatt,KPPQ291884,True
CUST276715,Daksha Kar,1995-05-20,Female,0804215670,tgill@example.net,"87/512
Nanda Ganj, Karnal, Mizoram - 590964",XNPWR2445V,133220624790,241781590368,Salary,Surat - Muni Path,KYWY221929,True
CUST206239,Timothy Rana,1993-10-11,Male,0291026764,pahal49@example.org,"60
Gola Path, Miryalaguda, Karnataka - 294215",VXUUT3660I,552144337975,116153790942036,Salary,Panchkula - Johal Chowk,JAZO986367,True
CUST138137,Baghyawati Wason,2000-12-06,Other,0207365210,andrew43@example.net,"H.No. 870
Keer Marg, Mangalore, Karnataka - 793405",YKEZU4120U,759067900528,753433493637,NRI,Singrauli - Mallick Chowk,SJYJ171622,False
CUST996202,Agastya Parsa,1980-02-09,Male,8032833421,dominic65@example.net,"H.No. 676
Ahluwalia Circle, Giridih, Telangana - 875150",YYRLM7268M,320663483781,731254476705474,Current,Parbhani - Khanna Marg,TEEM961945,False
CUST834892,Isha Agrawal,1992-11-21,Female,0500801611,riya99@example.net,"72, Sankaran Marg, Gandhidham, Rajasthan - 800185",QEBEZ5411F,439033140057,8965238608966,Current,Ratlam - Bahri Marg,MYSL992846,False
CUST699801,Kiaan Rajagopalan,1954-05-06,Other,+913814356,nathan40@example.org,"12/346
Shroff Road, Uluberia, Chhattisgarh - 593242",KABND9575X,450572070910,8428493357042741,Current,Satna - Chandra,FDWN911802,True
CUST270016,Amara Issac,1992-01-06,Male,8473557785,dsampath@example.net,"H.No. 328
Wali Nagar, Bokaro, Manipur - 154898",PRXVC2811F,493712552464,7568419517851,Current,Allahabad - Sen Circle,VZJK906600,True
CUST188467,Chavvi Patel,1972-04-20,Female,0199519357,diptade@example.com,"H.No. 205, Divan Marg, Aurangabad, Rajasthan - 738410",RDFBN9955K,319997968351,84097063999152,NRI,Serampore - Bhandari Circle,IJSA745424,False
CUST616644,Ikshita Dass,1947-09-03,Female,0056858185,ishaloyal@example.com,"H.No. 33, Dash Road, Kochi, Uttar Pradesh - 677182",OEHJO2741E,824067787666,7844762130561,Savings,Guntakal - Sagar Road,YFGY127158,True
CUST355457,Girish Sibal,1955-10-13,Male,+912467618,qushi49@example.org,"68, Bansal Ganj, Bally, Manipur - 767498",RXDPT9040Q,127727138489,936482919905,Savings,North Dumdum - Sur Ganj,NPSX579445,True
CUST698128,Kashish Deep,2006-10-23,Other,+916600752,manimegha@example.net,"61
Oza, Begusarai, Jharkhand - 613550",USCCG5271O,613237728831,4907505111660,Salary,Chittoor - Salvi Nagar,MWIZ246184,True
CUST245890,Amol Saini,1954-03-10,Male,2912665779,achawla@example.net,"734, Wali Marg, Kishanganj, Andhra Pradesh - 694899",TWYMU7549B,175490546758,493491094605280,Savings,Howrah - Shukla Path,CCII347627,False
CUST156588,Idika Kamdar,1961-02-04,Male,2236434396,janakikashyap@example.net,"67, Patel Marg, Durgapur, Kerala - 361395",VIJIK8232O,954184551476,03111296678576,Salary,Miryalaguda - Buch Chowk,GAGA962844,True
CUST211519,Chakradhar Issac,1947-08-27,Female,+916679294,virkshravya@example.org,"H.No. 707, Nori Road, Farrukhabad, Mizoram - 834708",LGPHY9066T,097704260702,0671820535590,Salary,Haridwar - Gera,ETRZ424768,False
CUST723353,Balvan Modi,1952-03-12,Male,2507610229,sanayadevi@example.com,"H.No. 147
Handa Marg, Bhusawal, Bihar - 502963",NBLAH9699A,870935607864,008393569303,NRI,Sasaram - Ray Ganj,DVFF067215,True
CUST368496,Oeshi Om,1949-09-28,Other,1760102551,wyattkarpe@example.net,"46
Mital Chowk, Unnao, Uttarakhand - 871927",YUPMF1731X,256536475503,6506294895709,NRI,Pimpri-Chinchwad - Patla Marg,CXCR870556,False
